Citizenship,Admission_Status,Outstanding_Loans,Academic_Performance,Field_of_Study,Year_of_Study,Family_Income,Number_of_Dependents,Orphan,Parents_Disability,Eligible
1,1,1,3.737859549739886,Health Sciences,1,259253.27733723613,6,0,0,0
1,1,0,3.2330647510193153,Health Sciences,2,371303.16352709685,3,0,0,1
1,0,1,3.4933863438390382,Humanities,4,461051.55539656064,3,0,1,0
0,1,0,3.1716986240135925,STEM,4,280518.61855658493,1,0,0,0
1,1,0,3.0717761149932,STEM,1,295128.90288419364,5,0,0,1
1,1,0,2.8778317105371247,STEM,2,195947.33550959418,0,0,0,1
1,1,0,2.922861014471022,Health Sciences,1,612457.7647276873,0,0,0,0
1,1,1,3.3023882074744026,Health Sciences,1,699993.7909505705,2,0,0,0
1,1,0,3.1884689687416214,STEM,3,400638.42533294216,3,0,0,1
1,1,0,3.943171343648658,Business,4,271965.4403069365,4,0,0,1
1,0,0,3.133242807224593,STEM,2,298497.0352896472,2,0,0,0
1,0,0,3.4212441597057963,STEM,3,157232.0419571281,3,0,0,0
1,1,0,3.6010776526296113,STEM,1,352557.810817495,1,0,0,1
1,1,0,3.0769594379905207,STEM,4,354783.6033002542,2,1,0,1
1,0,0,3.308409764486023,STEM,3,407277.0066455526,4,0,0,0
1,1,0,2.1463221756638378,STEM,1,164163.64663394395,6,0,0,0
1,1,0,4.0353491618348265,Business,3,141751.1927879464,5,0,0,1
1,1,0,3.650030123571989,STEM,2,382919.8665604585,5,0,0,1
1,0,0,4.902167829765255,Business,3,418281.0840469983,1,0,0,0
1,1,0,3.4345225106562056,Business,3,178662.39914665086,2,0,0,1
1,1,0,3.8233532730067745,STEM,1,352132.7189901462,1,0,0,1
1,1,0,3.979987138838039,STEM,1,179317.97832332228,2,0,0,1
1,1,0,3.591090652625783,STEM,1,265394.0931057122,2,0,0,1
1,1,0,2.7543031316371356,STEM,1,397168.7289474519,2,0,0,1
1,1,0,4.566441144549822,STEM,1,199742.73498541536,2,0,0,1
1,1,0,3.3940828291790224,Humanities,1,214833.9367804827,3,0,0,1
1,1,0,3.3227007762776055,Health Sciences,4,362578.58371807355,2,0,0,1
1,1,0,3.5743828865875935,STEM,3,178922.0089952325,4,0,0,1
1,1,0,4.33597190923861,Health Sciences,4,193778.8604735348,5,0,0,1
1,1,0,3.927053584396415,STEM,2,211523.23237518035,1,1,0,1
1,0,0,3.949723698991091,Business,1,227558.69019879895,7,1,0,0
1,1,0,3.392366451560817,Health Sciences,1,388163.3002946416,2,0,0,1
1,1,1,4.258322278540981,Health Sciences,1,279109.22255320573,3,0,0,0
0,1,0,3.3856740330435775,STEM,1,883568.6296057216,4,0,0,0
1,0,1,2.8138024458972177,Humanities,4,151346.20300929743,3,0,0,0
1,1,0,3.4662710989843935,STEM,3,542048.3057159721,3,0,0,0
1,1,0,3.496203477473878,STEM,2,259079.60320368086,1,0,0,1
1,1,0,3.0088937172394172,STEM,1,553282.9105583419,7,0,0,0
1,1,1,3.2024526508794433,Business,2,325204.65303505555,3,0,0,0
1,0,0,3.1500044064101465,Health Sciences,2,217733.77053681487,4,0,0,0
1,1,0,4.128835923398512,Health Sciences,2,473053.5806490212,1,0,0,1
1,1,1,3.2848397205737236,Health Sciences,4,125540.98409256124,1,0,0,0
1,1,0,3.8186242966210973,Health Sciences,1,139362.0671164922,0,0,0,1
1,1,0,3.8735395620931703,STEM,2,160832.19003994935,3,0,0,1
1,1,0,3.9568138021386488,Business,4,275540.90744267195,4,0,0,1
1,1,0,3.83039473183569,STEM,2,254101.28642293075,2,0,0,1
1,1,0,3.6576294397424274,STEM,3,232448.75670365084,0,0,0,1
1,1,0,2.302923195519763,Business,1,277469.02992236795,2,1,0,0
1,1,0,2.6048379686341314,Humanities,1,170276.69375831922,4,0,0,1
1,1,0,3.071723604553434,Humanities,3,370005.82890214864,2,0,0,1
1,1,0,3.2041795858853255,Business,4,876252.6120285713,0,0,0,0
1,0,1,3.1673490375313027,STEM,1,205433.65815822763,1,0,0,0
1,1,0,3.5785141965262635,STEM,2,159316.79520334286,3,0,0,1
1,1,0,3.5706311549082517,STEM,3,239356.89519138302,5,0,0,1
1,1,1,2.756164518007863,Health Sciences,3,745567.0304997315,0,1,0,0
1,1,0,3.923770351132025,Business,3,109785.3657389636,8,0,0,1
1,1,1,3.655686672281881,Humanities,3,324629.9276109883,0,0,0,0
1,1,0,3.3565278479775267,Humanities,4,154616.62043514027,2,0,0,1
1,1,1,3.506706586478951,Health Sciences,2,115984.26062511887,6,0,0,0
1,1,1,4.087935843588573,STEM,4,437060.3155101187,6,0,0,0
1,0,1,3.551877534458204,Business,3,449936.04176314507,1,0,0,0
1,1,0,3.7865647776521656,STEM,1,83054.68380974347,2,0,0,1
1,0,0,2.8253412044450514,Health Sciences,3,175325.8001829256,4,0,0,0
1,1,1,3.442069638739542,STEM,2,98949.82874685015,2,0,0,0
1,1,0,3.272540309009834,STEM,3,460317.68851103506,3,0,0,1
1,1,0,3.219262336819379,Business,3,158246.69412900045,1,0,0,1
1,1,0,3.410905159544591,STEM,1,296570.485620985,3,0,0,1
1,1,0,3.6371460702719,Health Sciences,2,530364.8184162601,0,0,0,0
1,1,0,3.603982199985782,STEM,4,647532.9737578863,1,0,1,1
1,1,0,3.665061711475217,STEM,2,330912.3933244618,0,0,0,1
1,1,0,2.2962946368073784,Business,3,218687.0814035335,1,0,0,0
1,1,0,3.6668199244727884,Health Sciences,2,432418.42507748783,0,0,0,1
1,1,0,3.785115202209421,STEM,3,218729.4690386586,5,0,0,1
1,1,0,2.918030240201873,Humanities,4,214681.4395992019,6,0,0,1
1,0,0,3.807037951167926,STEM,1,186727.42047101862,2,0,0,0
1,1,1,4.023250286460468,Humanities,1,429325.9914874983,1,0,0,0
1,1,0,3.584144710674747,Business,4,317176.894969427,4,0,0,1
1,1,0,3.3846689154672713,STEM,4,271142.37961856334,2,0,0,1
1,1,1,3.4980284539815423,Humanities,2,125441.72294856858,4,0,0,0
1,1,0,3.0070990205367982,STEM,3,317346.5561612385,4,0,0,1
1,1,0,3.2917595895399048,Health Sciences,1,377573.5306084724,3,0,0,1
1,0,0,3.6560659063190446,Business,1,432438.32507922716,2,0,0,0
0,1,0,4.209834152421804,STEM,1,525175.5163282776,6,0,0,0
1,1,0,3.9065076935640786,STEM,1,288700.9845565286,4,0,0,1
1,1,1,2.5600261710169603,Health Sciences,4,196322.28016098175,8,1,0,0
1,1,0,3.0060467776283684,Humanities,2,378566.5689733932,4,0,0,1
1,1,0,3.221066769769895,Business,3,141559.6087996289,0,0,1,1
1,1,0,3.7286332719833886,Humanities,3,420790.9003189111,3,0,0,1
1,0,0,3.5279285149765256,STEM,4,190611.1411426605,2,0,0,0
1,1,1,4.926406712811838,STEM,3,359293.1466794705,4,0,0,0
1,1,1,3.8269665292081414,STEM,4,158823.38847765492,3,0,0,0
1,1,0,3.729725140244578,STEM,1,173353.91371357444,3,0,0,1
1,1,0,3.786181285934839,Health Sciences,2,186125.09260018685,6,0,0,1
1,1,0,3.5956921763692953,Health Sciences,4,299319.5133035847,1,0,0,1
1,1,0,4.088265344547559,STEM,1,385458.603403363,5,0,0,1
1,1,0,3.3867780897011386,Health Sciences,2,147882.96110982788,0,0,0,1
0,1,0,2.940726951611553,Health Sciences,1,224280.60213155413,3,0,1,0
1,1,0,3.7263815616970573,STEM,3,228218.1840805013,1,0,0,1
0,1,0,4.031442221518373,Business,3,316778.2292044065,1,0,0,0
1,1,0,3.585004878058765,Business,2,366980.13244691,3,0,0,1
1,1,1,3.3309363059960524,STEM,3,156672.33153518394,0,0,0,0
1,1,0,4.791435802513189,STEM,3,240108.24176688032,1,1,0,1
1,1,0,2.889958138754356,STEM,4,288929.3216826206,6,0,0,1
1,1,0,3.501733107242656,Business,3,193673.8505195482,2,0,0,1
1,0,0,3.8509448052710424,STEM,3,360774.58535252523,5,0,0,0
1,1,1,3.446565926767882,Humanities,2,279459.83516341576,5,0,0,0
1,1,0,3.5465640099135824,STEM,2,187095.3397455126,6,0,1,1
1,1,0,3.3567962077182885,STEM,4,172638.64159945864,4,1,0,1
1,1,1,3.8030862397259892,Health Sciences,4,581173.023203678,6,0,0,0
1,1,0,3.606020737950702,Health Sciences,1,272528.3028784414,2,0,0,1
1,1,1,3.6725180778670192,Business,2,341092.1199879221,2,0,0,0
1,0,0,3.165643044478228,STEM,1,166267.38602657142,3,0,0,0
0,1,1,3.742701077446607,Health Sciences,3,326523.98842784914,2,0,0,0
1,1,0,2.6663740633870607,STEM,2,1115354.9095374357,7,0,0,0
1,0,1,3.8031856607557404,STEM,4,299859.453326701,3,0,0,0
1,1,0,4.814407249157421,STEM,2,518339.96222350904,0,0,0,0
1,1,0,3.7400218994115106,STEM,3,300976.2941288555,4,0,0,1
1,1,0,3.486723770100916,Business,3,258561.81975642205,4,0,0,1
1,1,1,3.809164801108756,STEM,2,345160.77450770274,2,0,0,0
1,1,0,3.535289111256332,Health Sciences,4,268163.72556411684,4,0,1,1
1,1,0,4.339434222401688,Humanities,2,572434.0159913875,1,0,0,0
1,1,0,4.115282806385934,STEM,2,347802.4156420705,1,0,0,1
1,1,1,3.404413747510847,Health Sciences,1,458705.67673946085,3,0,0,0
1,1,0,3.0297242716410393,Business,2,621428.8137164646,5,1,0,1
1,1,1,3.6101968101010167,Business,2,638968.227858567,1,0,0,0
1,1,0,3.609093213981382,Humanities,2,314733.2669060768,2,0,0,1
1,1,1,3.7050565860310485,Health Sciences,1,300854.8853977996,2,1,1,0
1,1,0,4.046131598831326,STEM,4,293018.3057899221,3,0,0,1
1,1,0,4.415306350334158,Business,3,223646.32388966487,5,0,0,1
1,1,0,3.3197331864852115,STEM,2,136839.42273976354,2,0,0,1
1,1,0,2.8141499336209703,STEM,1,321737.0415077985,3,0,0,1
1,1,0,2.986611618179177,Business,1,200620.06244523765,4,0,0,1
1,1,0,3.1598290759192635,STEM,3,400787.31066135294,5,0,0,1
1,1,0,4.033559805651338,Business,3,172383.77363903573,2,0,0,1
1,1,0,2.593281859171928,STEM,2,310667.0259609902,2,0,0,1
1,1,0,3.5737771581060733,Business,1,175303.06340892808,4,0,0,1
1,1,1,2.8933233347528233,Humanities,2,135548.9808384176,0,0,0,0
1,1,0,3.4083423374199944,STEM,1,206296.39302480835,3,0,0,1
1,1,0,3.2611554886377454,Business,3,143228.99222592666,4,0,0,1
1,1,0,2.624959736895648,Business,2,240044.99343801595,4,0,0,1
0,0,0,3.7974162042640445,Health Sciences,3,177867.9157784561,3,0,0,0
0,1,1,3.0230001803399267,Health Sciences,3,560861.8463129079,5,0,0,0
1,1,1,3.6339215340692315,Business,3,327684.07952868176,4,0,0,0
1,1,1,4.435432604558103,Humanities,1,309710.52254945564,1,1,0,0
1,1,0,3.020987469028726,Business,1,207620.83425255897,6,0,0,1
1,1,0,3.7876163533294784,Humanities,4,559702.3470273775,1,0,0,0
1,1,0,3.129419390163259,Humanities,4,317233.69695930276,6,0,0,1
1,1,1,2.7194672849212727,STEM,3,210263.56955479764,3,1,0,0
1,1,0,4.30727994006682,Health Sciences,1,330604.5711187792,5,0,0,1
1,1,0,3.5888062462931796,Business,3,188513.53985032282,2,0,0,1
1,1,0,3.6898249769332723,Health Sciences,1,293926.78818592825,1,0,0,1
1,1,0,2.7963167480956836,Business,4,358434.22976689914,1,0,0,1
1,1,0,3.1486179859585866,STEM,4,215779.59583048287,1,0,0,1
1,1,0,3.2644713750995447,Business,1,728370.9537554375,4,0,0,0
1,1,0,3.4684868776430204,STEM,3,214108.7751195293,4,1,0,1
1,1,0,3.930253600653809,Humanities,2,126344.81663734964,3,0,1,1
1,1,0,3.7410549006108744,Business,1,406878.5117057364,5,0,0,1
1,1,1,3.2710639265599895,Health Sciences,3,386060.5310419546,3,0,0,0
1,1,0,3.104570178788878,STEM,1,144041.053960164,6,1,0,1
1,1,0,3.3062269648642024,STEM,1,270102.1189045742,3,0,0,1
1,0,0,3.410519638293513,Health Sciences,4,488163.00785431836,4,0,0,0
1,1,0,3.262863145333541,STEM,2,562280.0712810124,1,0,0,0
1,1,0,3.388132885862606,STEM,3,272106.2717834993,3,0,0,1
1,1,0,4.072287430113811,STEM,4,261658.6663152707,5,0,0,1
1,1,0,3.228358509818308,Health Sciences,4,341788.4456716551,2,0,0,1
1,1,1,3.0629970351954707,Humanities,2,288620.2823464644,1,0,0,0
1,1,0,3.678527037687279,Humanities,4,312163.3114553793,2,0,0,1
1,1,0,3.1214171771318724,STEM,3,436598.4886557566,3,0,0,1
1,1,0,3.387868857978997,STEM,2,362434.0542969603,5,0,0,1
1,1,1,2.859164660879133,STEM,4,171333.90410006666,5,0,0,0
1,1,0,3.5446533635416153,Humanities,2,1122488.828017255,3,0,0,0
1,1,0,3.3661802805479413,Humanities,4,182015.48997695552,2,0,0,1
1,1,1,3.0494640710364016,STEM,2,228141.1462298632,2,0,0,0
1,1,1,3.217586794062147,STEM,4,523326.0023109979,3,0,0,0
1,1,0,3.343835189952685,STEM,1,304933.8715477168,2,1,0,1
1,1,0,4.432057956002913,STEM,2,146601.64852430267,2,0,0,1
1,1,0,3.260394879721267,Business,1,860667.653289739,3,0,0,0
1,1,1,4.427866724486391,Humanities,3,136277.01289145675,1,0,0,0
1,1,0,3.6521125646387707,STEM,2,262563.6569187141,2,0,0,1
1,1,0,2.919500174597603,Business,4,221056.73175015798,0,0,0,1
1,0,0,3.606551915522611,Business,1,190227.8021781285,2,0,0,0
1,1,1,3.6415069325850915,Business,1,213248.66783539017,0,0,0,0
1,1,0,4.06422463777318,Business,4,314920.3526285543,5,1,0,1
0,1,0,3.3494033522129842,Humanities,3,244791.68853762545,3,0,0,0
1,1,1,4.037137014661029,Health Sciences,3,290572.38194307126,3,0,0,0
1,1,0,3.976096472666226,Business,2,337585.0805322623,2,0,0,1
1,1,0,2.930656328455888,STEM,4,415977.236227119,2,0,0,1
1,1,0,2.9481199137635654,STEM,3,388041.71298417664,1,1,0,1
1,0,1,2.6431731017068496,STEM,3,310209.45213940495,2,0,0,0
0,1,0,3.9596214196412696,Humanities,2,508516.09142104187,1,1,1,0
1,1,0,2.850101680359717,STEM,3,391826.47365869425,2,0,0,1
1,1,0,4.081451265240132,STEM,1,431789.65736774454,4,0,0,1
1,1,0,4.184786519342904,STEM,4,352640.332555797,3,0,0,1
1,1,1,4.5825353717944495,Health Sciences,3,243465.9619173185,3,0,0,0
1,1,0,3.81327358739175,STEM,1,436810.0557002871,3,0,0,1
1,1,0,3.883274873781119,Humanities,3,225219.83709450968,4,0,0,1
1,0,0,3.4821899128972147,STEM,1,142310.36040638678,2,0,0,0
1,1,0,2.7583502732505516,Health Sciences,3,326099.25800074637,1,0,1,1
1,1,0,2.9210045951514414,STEM,4,193805.39330447273,6,0,0,1
1,1,0,3.228700120774599,STEM,1,376901.57303613966,4,0,0,1
1,1,0,3.7886402746577823,Business,4,275440.747746235,2,0,0,1
1,1,0,3.27396776870178,Humanities,3,173253.94697137258,5,0,0,1
1,1,0,3.2251190047704155,STEM,2,446314.3620304939,2,1,0,1
1,1,0,4.3704301334887505,STEM,1,276047.6866695695,4,0,0,1
1,1,0,3.136465430606733,Humanities,1,364320.042989222,3,0,0,1
1,0,0,2.9094876468345534,Humanities,4,191168.78841105726,2,0,0,0
1,1,0,3.984741791942291,STEM,3,199827.54184196357,3,1,0,1
1,1,0,4.0013929848000975,Health Sciences,1,366256.6891066645,0,0,0,1
1,1,0,4.012939993711993,Humanities,4,104360.53984640565,6,0,0,1
1,1,0,3.2036219194955033,Humanities,2,254847.48835892786,3,1,0,1
1,1,0,3.215952179573372,Humanities,4,227358.0281009161,3,0,0,1
1,1,0,4.252585135966058,Business,3,136970.46884011864,3,0,0,1
1,1,0,3.3345588297760425,STEM,1,202948.38538953935,2,0,0,1
1,1,0,3.601415304747147,Health Sciences,2,257912.58675650143,4,0,0,1
1,1,0,4.262734429011392,STEM,1,668619.5789984323,3,0,0,0
1,1,0,3.155657056587133,Health Sciences,4,105619.86216172185,2,0,0,1
1,1,0,3.1749554559677526,Business,1,187351.64543414535,4,0,0,1
1,1,0,3.358839268759384,Business,2,306262.2399579217,2,0,0,1
1,1,0,3.6652744325060245,Health Sciences,2,228222.41471319186,2,0,0,1
1,1,0,2.9269820396392543,Humanities,4,363702.94193632336,7,0,0,1
1,1,0,2.9026941630368315,Business,3,322746.6568126211,4,0,0,1
1,1,1,3.271356163694175,Health Sciences,2,319322.6232966674,2,0,0,0
1,1,1,3.8435860016172323,Business,2,137196.96184009814,2,0,0,0
1,1,1,3.7196293100727336,Humanities,2,209601.72351772568,2,0,0,0
1,1,0,3.327951178966388,Health Sciences,1,201497.90317146553,0,0,0,1
0,1,0,3.7722321617616066,STEM,1,342794.4671885875,1,0,0,0
1,1,0,2.909646727935045,Health Sciences,1,149734.28294379692,5,0,0,1
1,1,0,3.532748661724675,STEM,3,372670.198034685,3,0,0,1
1,1,0,3.4920386244281567,STEM,1,536642.398401491,2,0,0,0
1,0,1,4.161557405744034,STEM,3,209050.12121112022,5,0,0,0
1,1,0,3.6903795174226346,Health Sciences,3,316998.0085106039,3,0,0,1
1,0,0,2.4997366569831403,STEM,1,285943.5457363414,5,0,0,0
1,1,0,2.869300392982023,Health Sciences,1,205428.6049936005,3,0,0,1
1,1,0,3.692406889023629,Health Sciences,3,728014.822650282,5,0,0,0
1,1,0,2.53008566696521,Business,4,151258.27562550973,3,0,0,1
1,1,0,3.4715700469491706,STEM,4,302950.41005664464,5,0,0,1
0,1,0,3.231770840936037,Health Sciences,2,516472.58828693855,4,1,0,0
1,1,0,3.4771589878331346,STEM,4,306202.4422047922,1,0,0,1
1,1,0,3.169996507581567,Business,4,360834.0440561403,5,0,0,1
1,1,0,3.9483356016220545,STEM,2,411233.4051362196,0,1,0,1
1,1,0,3.3062251795101214,Health Sciences,1,454368.4487475356,3,1,0,1
1,1,0,3.7295591983705565,STEM,1,146237.63513994648,4,0,0,1
1,1,0,3.7188510456969537,Health Sciences,2,318157.21215823066,2,0,0,1
1,1,0,2.888908412447724,Humanities,1,582540.2539295647,4,0,0,0
1,0,0,3.642002715203751,STEM,1,185767.05230845138,8,0,0,0
1,1,0,3.2147785085614626,Humanities,3,237588.39589313185,2,0,0,1
1,1,0,3.6967684694443306,STEM,1,251684.86664191468,0,0,0,1
1,1,0,2.9549419507965644,STEM,4,115391.89202305279,4,0,0,1
1,1,0,3.3439049600819777,STEM,1,244880.1698061834,2,0,0,1
1,1,0,3.694942165017272,Humanities,4,343399.84766288806,3,0,0,1
1,1,1,3.66209292000903,STEM,4,332852.84368926956,2,0,0,0
1,0,0,3.0408488893458476,Humanities,4,267922.81888200244,2,0,0,0
1,1,0,3.6420948861192977,STEM,2,407082.0814880936,0,0,0,1
1,1,0,3.7048367430078404,Business,4,1174051.8077143729,4,0,0,0
0,1,0,2.793581864522484,STEM,4,154108.0494131266,3,0,0,0
1,1,1,2.65832334853172,Health Sciences,3,176085.52751591537,4,0,0,0
1,1,1,3.8002204257960757,Business,3,256049.45196321842,1,0,0,0
1,1,0,2.9094323576087886,STEM,4,219992.25894457012,5,0,0,1
1,1,1,3.54910440565817,Business,1,503685.52930804226,4,0,0,0
1,1,0,3.418457986276181,Business,4,511904.4005806826,4,1,0,1
1,1,1,3.2385512527366784,Health Sciences,1,182633.36660883937,2,0,0,0
1,1,0,4.281218376682398,Health Sciences,4,580780.4638344989,5,0,0,0
1,0,0,2.983759648332099,STEM,4,330426.3182741391,2,0,0,0
1,1,0,3.0900245714431107,STEM,4,318106.1342528285,1,0,0,1
1,1,1,3.8262500852509618,STEM,2,456695.5848551167,2,0,0,0
1,1,0,3.657506902289926,STEM,3,237349.09811952553,3,0,0,1
0,1,0,3.567420704995408,STEM,4,117858.71370907334,4,0,1,0
1,1,1,3.6396408634097237,Humanities,2,569184.3761109896,6,0,0,0
1,1,1,3.2126363482590525,STEM,2,208591.06621920734,4,0,0,0
1,1,0,2.9690848948635837,STEM,1,360752.70640459255,3,1,0,1
1,1,0,4.281796917441955,Business,4,268778.88756603625,0,0,0,1
1,1,1,2.9315965893184286,Humanities,4,354909.5223487609,6,0,0,0
1,1,0,2.505700936020921,STEM,2,816079.2787505251,5,0,0,0
1,1,0,3.1354581683870903,STEM,1,358748.05251830723,2,0,0,1
1,1,0,3.9036925513822736,Health Sciences,2,186521.19720672368,1,0,1,1
1,1,0,2.491449333042073,STEM,4,266772.566216365,1,0,0,0
1,1,0,3.0775079878374703,STEM,2,239781.42042075074,4,0,0,1
1,1,1,3.954368099898976,Health Sciences,2,259204.51242457973,3,1,0,0
1,1,0,2.869744849565494,Business,3,106675.16076352894,3,0,0,1
1,1,0,3.590308724875689,STEM,2,473246.58464440104,3,0,0,1
1,1,1,3.5017964131551915,Business,2,107810.01120096199,3,0,0,0
1,1,0,3.5301187426715224,Humanities,3,363955.638646337,3,0,0,1
1,1,1,3.8086064275839018,STEM,2,279173.85990045767,1,0,0,0
1,1,0,2.868906348043792,Humanities,1,625216.2244429894,2,0,0,0
1,1,0,3.9561624488677203,Business,3,433208.7391537519,1,0,0,1
1,1,0,2.900229270147582,Humanities,1,131731.00807345475,1,0,0,1
1,1,0,3.2588260769168653,Health Sciences,4,234202.82542016858,2,0,0,1
1,1,0,3.3232994621317413,Humanities,4,817364.7673938187,7,0,0,0
1,1,0,3.710851618568049,STEM,3,117438.62348926814,3,0,0,1
1,1,0,2.7127786411461345,STEM,2,371737.12163554213,1,0,0,1
1,1,0,4.309194486446067,Business,4,187164.8785103443,5,0,0,1
1,1,0,3.3589244345155476,STEM,3,428819.7328000357,4,0,0,1
1,1,0,3.8953632630747883,Humanities,3,407946.2721991993,6,0,0,1
1,0,1,2.884688404695048,Humanities,1,209391.48159094222,4,0,0,0
1,1,0,3.2342866576097395,Business,1,372714.74486569647,5,0,0,1
1,1,0,2.368525978751024,STEM,1,389823.6760631786,3,0,0,0
1,1,0,3.918166015396376,Business,4,290419.0006264166,1,0,0,1
1,0,1,2.988246365816729,Business,2,280106.1874534561,0,0,0,0
1,1,0,2.919278518639538,STEM,1,348739.75594609376,2,0,1,1
1,1,0,3.7702955583133675,STEM,4,253060.34237881942,6,0,0,1
1,1,0,1.9342141977655591,Health Sciences,2,237975.7990636087,3,0,0,0
1,1,0,3.3882018820134836,Humanities,2,125854.30050130602,4,0,0,1
1,1,0,4.391164947412598,Business,2,492662.708237533,2,0,0,1
1,1,0,2.9968476520669824,STEM,1,358166.3608728577,4,0,1,1
1,1,1,3.0547450536423937,Humanities,3,154784.18260618445,4,0,0,0
1,1,0,3.9647624304792286,STEM,2,457370.7251489585,5,0,0,1
1,1,1,2.904713702201462,STEM,4,183838.91198627272,3,0,0,0
1,1,0,4.211961866293251,Health Sciences,4,380455.8594506198,0,0,0,1
1,1,0,4.046098855088401,Humanities,4,392189.7071910872,3,0,0,1
1,0,0,3.7596769302489466,Humanities,4,442010.99377466436,4,0,0,0
1,1,1,3.0165185685394107,Health Sciences,3,125761.78770331589,2,0,0,0
1,1,0,3.4508998007820137,Humanities,4,393965.9154464187,4,0,0,1
1,1,0,3.362996418484399,STEM,3,406990.08376553573,4,0,0,1
1,1,0,3.5441095334491775,Health Sciences,2,162164.3983550687,1,0,0,1
1,1,1,3.6550231542902485,Humanities,3,195327.73669019973,3,0,0,0
1,1,0,3.2344035354527123,Humanities,4,326541.9307139323,3,0,0,1
1,1,0,3.230484271538021,Business,3,398390.1078501851,2,0,0,1
1,0,0,3.862242680394733,Humanities,4,311625.4893708974,2,0,0,0
1,1,0,4.6611505972173415,Business,1,176372.19965494517,3,0,1,1
1,1,0,2.889526362310018,Health Sciences,4,320918.70016905176,2,0,0,1
1,1,0,3.8754369407487332,Humanities,4,153241.06602487067,4,0,0,1
1,1,0,3.7644196971738415,STEM,2,411323.8290319093,6,0,0,1
1,1,0,3.7344124318421223,STEM,2,193434.84954728588,0,0,0,1
1,1,0,3.6188070300196435,Health Sciences,1,345675.03316399275,6,0,0,1
1,0,1,3.2257400220633117,STEM,1,157198.82637641035,4,0,0,0
1,1,0,3.572208338299305,Humanities,1,395630.14104835514,7,0,0,1
1,1,0,3.3527478598387304,Business,2,227150.89987012534,2,0,0,1
1,1,0,3.777154891597627,Business,3,119681.24970229265,1,1,0,1
1,1,1,3.72941082733525,Health Sciences,2,363652.1514587145,4,0,0,0
1,1,0,2.2948955556293056,Health Sciences,2,263490.9601144437,2,0,0,0
1,1,0,3.591742649074123,Health Sciences,4,444674.0458487031,6,0,0,1
1,1,0,3.6159826247635283,STEM,1,155573.04678899294,3,0,0,1
1,1,0,4.027137364696047,STEM,2,408901.0133683745,3,0,1,1
1,1,0,3.504865299853221,Business,2,249743.40794845173,6,0,0,1
1,1,0,3.2934539326731764,STEM,1,327327.60558816243,3,0,0,1
1,1,0,3.9681088294245237,Business,4,129407.0618068501,2,0,0,1
1,1,0,3.1272744897692166,Business,1,237610.22594813514,6,0,0,1
1,1,0,2.737146490898957,Humanities,2,282594.70190080034,1,0,0,1
1,0,0,3.811815823630118,STEM,2,218670.46951440934,1,1,0,0
1,1,1,4.152792648633344,STEM,4,498766.04209006025,6,0,0,0
1,1,0,3.321749024102388,Health Sciences,1,388572.6608186313,2,0,1,1
1,1,0,3.1253114903848815,Business,1,332602.26990207995,4,0,0,1
1,1,0,4.103447817090158,STEM,2,244053.0415038121,5,0,0,1
1,0,1,3.7562980716875236,STEM,3,539962.0367958198,3,0,0,0
1,1,0,3.36342847500014,STEM,3,295824.806468952,4,0,0,1
1,1,0,3.6262393692681956,STEM,2,118777.72523218948,2,0,0,1
1,1,0,3.0058448513724323,Business,4,354692.8021891049,3,0,0,1
1,1,0,3.6649442509788916,STEM,3,254697.29530512754,1,1,0,1
1,1,0,2.5124864970606744,STEM,1,186997.58726474261,0,0,0,1
1,1,1,3.0694241556991644,Health Sciences,3,321844.35212122515,5,0,0,0
1,1,0,3.419442219738272,Business,4,427287.93949635344,2,0,0,1
